t,closest_hit_linucb_mean,closest_hit_linucb_smooth,closest_hit_linucb_se,closest_hit_alg1_mean,closest_hit_alg1_smooth,closest_hit_alg1_se
66,1.0,0.9873528825054857,0.0,0.0,0.9567923399162178,0.0
67,0.0,0.9873533870581664,0.0,0.0,0.9567940636719061,0.0
68,1.0,0.9873538915705908,0.0,0.0,0.9567957872900626,0.0
69,1.0,0.9873543960427636,0.0,1.0,0.9567975107707037,0.0
70,1.0,0.9873549004746899,0.0,1.0,0.9567992341138458,0.0
71,1.0,0.9873554048663742,0.0,0.0,0.9568009573195054,0.0
72,1.0,0.9873559092178213,0.0,1.0,0.9568026803876989,0.0
73,0.0,0.9873564135290364,0.0,0.0,0.9568044033184429,0.0
74,1.0,0.9873569178000239,0.0,0.0,0.9568061261117536,0.0
75,1.0,0.9873574220307889,0.0,0.0,0.9568078487676478,0.0
76,1.0,0.987357926221336,0.0,0.0,0.9568095712861415,0.0
77,0.0,0.9873584303716701,0.0,0.0,0.9568112936672516,0.0
78,1.0,0.987358934481796,0.0,0.0,0.9568130159109941,0.0
79,1.0,0.9873594385517186,0.0,1.0,0.9568147380173857,0.0
80,1.0,0.9873599425814427,0.0,1.0,0.9568164599864428,0.0
81,1.0,0.9873604465709729,0.0,1.0,0.9568181818181818,0.0
82,1.0,0.9873609505203141,0.0,1.0,0.9568199035126191,0.0
83,1.0,0.9873614544294713,0.0,1.0,0.9568216250697712,0.0
84,0.0,0.9873619582984492,0.0,1.0,0.9568233464896544,0.0
85,1.0,0.9873624621272524,0.0,0.0,0.9568250677722852,0.0
86,1.0,0.987362965915886,0.0,0.0,0.9568267889176799,0.0
87,1.0,0.9873634696643546,0.0,0.0,0.9568285099258551,0.0
88,0.0,0.9873639733726631,0.0,0.0,0.956830230796827,0.0
89,1.0,0.9873644770408163,0.0,0.0,0.9568319515306123,0.0
90,0.0,0.9873649806688191,0.0,0.0,0.956833672127227,0.0
91,1.0,0.9873654842566759,0.0,0.0,0.9568353925866879,0.0
92,1.0,0.987365987804392,0.0,0.0,0.9568371129090112,0.0
93,1.0,0.987366491311972,0.0,1.0,0.9568388330942132,0.0
94,1.0,0.9873669947794206,0.0,1.0,0.9568405531423106,0.0
95,0.0,0.9873674982067426,0.0,1.0,0.9568422730533195,0.0
96,0.0,0.987368001593943,0.0,1.0,0.9568439928272564,0.0
97,1.0,0.9873685049410265,0.0,1.0,0.9568457124641377,0.0
98,1.0,0.9873690082479978,0.0,1.0,0.9568474319639798,0.0
99,1.0,0.9873695115148617,0.0,1.0,0.9568491513267989,0.0
100,1.0,0.9873700147416232,0.0,1.0,0.9568508705526116,0.0
101,1.0,0.9873705179282869,0.0,1.0,0.9568525896414343,0.0
102,0.0,0.9873710210748575,0.0,0.0,0.9568543085932831,0.0
103,1.0,0.9873715241813401,0.0,0.0,0.9568560274081747,0.0
104,1.0,0.9873720272477393,0.0,0.0,0.9568577460861252,0.0
105,1.0,0.9873725302740599,0.0,0.0,0.9568594646271511,0.0
106,1.0,0.9873730332603067,0.0,1.0,0.9568611830312687,0.0
107,1.0,0.9873735362064845,0.0,1.0,0.9568629012984944,0.0
108,1.0,0.9873740391125981,0.0,1.0,0.9568646194288446,0.0
109,1.0,0.9873745419786523,0.0,1.0,0.9568663374223355,0.0
110,0.0,0.9873750448046518,0.0,1.0,0.9568680552789837,0.0
111,1.0,0.9873755475906013,0.0,1.0,0.9568697729988053,0.0
112,1.0,0.9873760503365059,0.0,1.0,0.9568714905818168,0.0
113,1.0,0.9873765530423702,0.0,0.0,0.9568732080280344,0.0
114,1.0,0.9873770557081989,0.0,0.0,0.9568749253374746,0.0
115,0.0,0.987377558333997,0.0,0.0,0.9568766425101537,0.0
116,1.0,0.9873780609197691,0.0,0.0,0.956878359546088,0.0
117,1.0,0.98737856346552,0.0,0.0,0.9568800764452938,0.0
118,1.0,0.9873790659712546,0.0,1.0,0.9568817932077875,0.0
119,1.0,0.9873795684369775,0.0,0.0,0.9568835098335855,0.0
120,1.0,0.9873800708626935,0.0,0.0,0.9568852263227039,0.0
121,1.0,0.9873805732484077,0.0,0.0,0.9568869426751593,0.0
122,1.0,0.9873810755941245,0.0,0.0,0.9568886588909677,0.0
123,1.0,0.9873815778998487,0.0,0.0,0.9568903749701457,0.0
124,1.0,0.9873820801655854,0.0,0.0,0.9568920909127094,0.0
125,1.0,0.9873825823913389,0.0,1.0,0.9568938067186754,0.0
126,0.0,0.9873830845771144,0.0,1.0,0.9568955223880597,0.0
127,1.0,0.9873835867229165,0.0,1.0,0.9568972379208788,0.0
128,1.0,0.98738408882875,0.0,1.0,0.9568989533171489,0.0
129,1.0,0.9873845908946195,0.0,1.0,0.9569006685768864,0.0
130,1.0,0.9873850929205301,0.0,1.0,0.9569023837001075,0.0
131,1.0,0.9873855949064863,0.0,0.0,0.9569040986868285,0.0
132,1.0,0.9873860968524929,0.0,0.0,0.9569058135370658,0.0
133,1.0,0.9873865987585548,0.0,0.0,0.9569075282508356,0.0
134,0.0,0.9873871006246767,0.0,0.0,0.9569092428281543,0.0
135,1.0,0.9873876024508633,0.0,0.0,0.956910957269038,0.0
136,1.0,0.9873881042371195,0.0,0.0,0.9569126715735031,0.0
137,1.0,0.98738860598345,0.0,1.0,0.9569143857415658,0.0
138,1.0,0.9873891076898595,0.0,0.0,0.9569160997732427,0.0
139,1.0,0.9873896093563529,0.0,0.0,0.9569178136685496,0.0
140,0.0,0.9873901109829348,0.0,0.0,0.9569195274275031,0.0
141,1.0,0.9873906125696101,0.0,0.0,0.9569212410501193,0.0
142,1.0,0.9873911141163836,0.0,0.0,0.9569229545364146,0.0
143,0.0,0.9873916156232598,0.0,0.0,0.9569246678864052,0.0
144,0.0,0.9873921170902438,0.0,0.0,0.9569263811001074,0.0
145,1.0,0.9873926185173402,0.0,0.0,0.9569280941775374,0.0
146,0.0,0.9873931199045536,0.0,0.0,0.9569298071187115,0.0
147,1.0,0.987393621251889,0.0,0.0,0.9569315199236459,0.0
148,1.0,0.987394122559351,0.0,0.0,0.956933232592357,0.0
149,1.0,0.9873946238269445,0.0,0.0,0.9569349451248608,0.0
150,1.0,0.9873951250546742,0.0,0.0,0.9569366575211739,0.0
151,1.0,0.9873956262425447,0.0,0.0,0.9569383697813121,0.0
152,1.0,0.987396127390561,0.0,0.0,0.956940081905292,0.0
153,1.0,0.9873966284987278,0.0,0.0,0.9569417938931297,0.0
154,1.0,0.9873971295670496,0.0,0.0,0.9569435057448415,0.0
155,1.0,0.9873976305955315,0.0,0.0,0.9569452174604437,0.0
156,1.0,0.9873981315841781,0.0,0.0,0.9569469290399523,0.0
157,1.0,0.9873986325329941,0.0,0.0,0.9569486404833837,0.0
158,1.0,0.9873991334419844,0.0,0.0,0.956950351790754,0.0
159,0.0,0.9873996343111535,0.0,0.0,0.9569520629620797,0.0
160,1.0,0.9874001351405064,0.0,0.0,0.9569537739973767,0.0
161,1.0,0.9874006359300477,0.0,0.0,0.9569554848966614,0.0
162,1.0,0.9874011366797822,0.0,0.0,0.95695719565995,0.0
163,1.0,0.9874016373897146,0.0,0.0,0.9569589062872585,0.0
164,1.0,0.9874021380598498,0.0,0.0,0.9569606167786036,0.0
165,0.0,0.9874026386901923,0.0,0.0,0.956962327134001,0.0
166,1.0,0.9874031392807471,0.0,0.0,0.9569640373534671,0.0
167,1.0,0.9874036398315187,0.0,0.0,0.9569657474370182,0.0
168,1.0,0.987404140342512,0.0,0.0,0.9569674573846704,0.0
169,1.0,0.9874046408137317,0.0,0.0,0.9569691671964399,0.0
170,1.0,0.9874051412451825,0.0,0.0,0.956970876872343,0.0
171,1.0,0.9874056416368693,0.0,0.0,0.9569725864123957,0.0
172,1.0,0.9874061419887966,0.0,0.0,0.9569742958166143,0.0
173,1.0,0.9874066423009693,0.0,0.0,0.9569760050850151,0.0
174,1.0,0.9874071425733921,0.0,0.0,0.9569777142176141,0.0
175,1.0,0.9874076428060697,0.0,0.0,0.9569794232144276,0.0
176,1.0,0.9874081429990069,0.0,0.0,0.9569811320754718,0.0
177,1.0,0.9874086431522084,0.0,0.0,0.9569828408007627,0.0
178,1.0,0.987409143265679,0.0,0.0,0.9569845493903165,0.0
179,1.0,0.9874096433394233,0.0,0.0,0.9569862578441497,0.0
180,0.0,0.9874101433734461,0.0,0.0,0.9569879661622781,0.0
181,1.0,0.9874106433677522,0.0,0.0,0.956989674344718,0.0
182,0.0,0.9874111433223463,0.0,0.0,0.9569913823914856,0.0
183,0.0,0.987411643237233,0.0,0.0,0.956993090302597,0.0
184,1.0,0.9874121431124171,0.0,0.0,0.9569947980780685,0.0
185,1.0,0.9874126429479034,0.0,0.0,0.9569965057179162,0.0
186,1.0,0.9874131427436966,0.0,0.0,0.9569982132221561,0.0
187,1.0,0.9874136424998015,0.0,0.0,0.9569999205908044,0.0
188,1.0,0.9874141422162227,0.0,0.0,0.9570016278238774,0.0
189,1.0,0.9874146418929649,0.0,0.0,0.9570033349213911,0.0
190,1.0,0.987415141530033,0.0,0.0,0.9570050418833618,0.0
191,1.0,0.9874156411274315,0.0,0.0,0.9570067487098055,0.0
192,1.0,0.9874161406851654,0.0,0.0,0.9570084554007383,0.0
193,0.0,0.9874166402032392,0.0,0.0,0.9570101619561766,0.0
194,1.0,0.9874171396816576,0.0,0.0,0.9570118683761363,0.0
195,1.0,0.9874176391204255,0.0,0.0,0.9570135746606335,0.0
196,1.0,0.9874181385195475,0.0,0.0,0.9570152808096845,0.0
197,0.0,0.9874186378790284,0.0,1.0,0.9570169868233053,0.0
198,1.0,0.9874191371988729,0.0,0.0,0.9570186927015121,0.0
199,1.0,0.9874196364790856,0.0,0.0,0.957020398444321,0.0
200,0.0,0.9874201357196715,0.0,0.0,0.957022104051748,0.0
201,1.0,0.9874206349206349,0.0,0.0,0.9570238095238095,0.0
202,1.0,0.9874211340819808,0.0,0.0,0.9570255148605215,0.0
203,1.0,0.987421633203714,0.0,0.0,0.9570272200618999,0.0
204,1.0,0.987422132285839,0.0,0.0,0.957028925127961,0.0
205,1.0,0.9874226313283606,0.0,0.0,0.9570306300587208,0.0
206,1.0,0.9874231303312835,0.0,0.0,0.9570323348541956,0.0
207,1.0,0.9874236292946124,0.0,0.0,0.9570340395144014,0.0
208,1.0,0.987424128218352,0.0,0.0,0.9570357440393541,0.0
209,0.0,0.9874246271025071,0.0,0.0,0.9570374484290701,0.0
210,1.0,0.9874251259470824,0.0,0.0,0.9570391526835654,0.0
211,1.0,0.9874256247520825,0.0,0.0,0.957040856802856,0.0
212,0.0,0.9874261235175122,0.0,0.0,0.957042560786958,0.0
213,1.0,0.9874266222433762,0.0,0.0,0.9570442646358877,0.0
214,1.0,0.9874271209296791,0.0,0.0,0.9570459683496609,0.0
215,1.0,0.9874276195764258,0.0,0.0,0.9570476719282938,0.0
216,0.0,0.9874281181836209,0.0,0.0,0.9570493753718025,0.0
217,1.0,0.987428616751269,0.0,0.0,0.957051078680203,0.0
218,0.0,0.987429115279375,0.0,0.0,0.9570527818535115,0.0
219,0.0,0.9874296137679436,0.0,0.0,0.9570544848917439,0.0
220,0.0,0.9874301122169793,0.0,0.0,0.9570561877949165,0.0
221,1.0,0.987430610626487,0.0,0.0,0.9570578905630452,0.0
222,0.0,0.9874311089964712,0.0,0.0,0.9570595931961461,0.0
223,1.0,0.9874316073269368,0.0,0.0,0.9570612956942351,0.0
224,1.0,0.9874321056178884,0.0,0.0,0.9570629980573286,0.0
225,1.0,0.9874326038693308,0.0,0.0,0.9570647002854424,0.0
226,1.0,0.9874331020812686,0.0,0.0,0.9570664023785926,0.0
227,1.0,0.9874336002537065,0.0,0.0,0.9570681043367953,0.0
228,0.0,0.9874340983866492,0.0,0.0,0.9570698061600666,0.0
229,1.0,0.9874345964801015,0.0,0.0,0.9570715078484224,0.0
230,1.0,0.987435094534068,0.0,0.0,0.9570732094018788,0.0
231,1.0,0.9874355925485533,0.0,0.0,0.9570749108204518,0.0
232,1.0,0.9874360905235623,0.0,0.0,0.9570766121041576,0.0
233,1.0,0.9874365884590995,0.0,0.0,0.9570783132530121,0.0
234,1.0,0.9874370863551698,0.0,0.0,0.9570800142670313,0.0
235,1.0,0.9874375842117777,0.0,0.0,0.9570817151462313,0.0
236,1.0,0.987438082028928,0.0,1.0,0.9570834158906281,0.0
237,1.0,0.9874385798066254,0.0,0.0,0.9570851165002378,0.0
238,1.0,0.9874390775448746,0.0,0.0,0.9570868169750762,0.0
239,1.0,0.9874395752436802,0.0,0.0,0.9570885173151596,0.0
240,1.0,0.9874400729030469,0.0,0.0,0.9570902175205039,0.0
241,0.0,0.9874405705229794,0.0,0.0,0.9570919175911252,0.0
242,1.0,0.9874410681034824,0.0,0.0,0.9570936175270394,0.0
243,1.0,0.9874415656445606,0.0,0.0,0.9570953173282625,0.0
244,1.0,0.9874420631462187,0.0,0.0,0.9570970169948104,0.0
245,1.0,0.9874425606084614,0.0,0.0,0.9570987165266994,0.0
246,1.0,0.9874430580312933,0.0,0.0,0.9571004159239453,0.0
247,1.0,0.9874435554147192,0.0,0.0,0.9571021151865642,0.0
248,1.0,0.9874440527587436,0.0,0.0,0.957103814314572,0.0
249,1.0,0.9874445500633714,0.0,0.0,0.9571055133079848,0.0
250,1.0,0.987445047328607,0.0,0.0,0.9571072121668185,0.0
251,1.0,0.9874455445544554,0.0,0.0,0.9571089108910891,0.0
252,1.0,0.9874460417409211,0.0,0.0,0.9571106094808126,0.0
253,0.0,0.9874465388880088,0.0,0.0,0.9571123079360051,0.0
254,1.0,0.9874470359957233,0.0,0.0,0.9571140062566824,0.0
255,1.0,0.9874475330640691,0.0,0.0,0.9571157044428605,0.0
256,1.0,0.9874480300930509,0.0,0.0,0.9571174024945556,0.0
257,1.0,0.9874485270826734,0.0,0.0,0.9571191004117834,0.0
258,1.0,0.9874490240329413,0.0,0.0,0.95712079819456,0.0
259,1.0,0.9874495209438594,0.0,0.0,0.9571224958429012,0.0
260,1.0,0.9874500178154321,0.0,0.0,0.9571241933568233,0.0
261,1.0,0.9874505146476643,0.0,0.0,0.957125890736342,0.0
262,1.0,0.9874510114405606,0.0,0.0,0.9571275879814735,0.0
263,1.0,0.9874515081941255,0.0,0.0,0.9571292850922334,0.0
264,1.0,0.987452004908364,0.0,0.0,0.9571309820686379,0.0
265,1.0,0.9874525015832806,0.0,0.0,0.957132678910703,0.0
266,1.0,0.9874529982188799,0.0,0.0,0.9571343756184445,0.0
267,1.0,0.9874534948151666,0.0,0.0,0.9571360721918785,0.0
268,1.0,0.9874539913721455,0.0,1.0,0.9571377686310207,0.0
269,1.0,0.9874544878898212,0.0,0.0,0.9571394649358873,0.0
270,0.0,0.9874549843681982,0.0,0.0,0.9571411611064942,0.0
271,1.0,0.9874554808072814,0.0,0.0,0.9571428571428572,0.0
272,1.0,0.9874559772070753,0.0,0.0,0.9571445530449922,0.0
273,1.0,0.9874564735675847,0.0,0.0,0.9571462488129154,0.0
274,0.0,0.9874569698888142,0.0,1.0,0.9571479444466426,0.0
275,1.0,0.9874574661707683,0.0,0.0,0.9571496399461897,0.0
276,1.0,0.9874579624134521,0.0,0.0,0.9571513353115727,0.0
277,1.0,0.9874584586168698,0.0,0.0,0.9571530305428074,0.0
278,0.0,0.9874589547810262,0.0,0.0,0.9571547256399098,0.0
279,1.0,0.9874594509059261,0.0,0.0,0.9571564206028959,0.0
280,1.0,0.987459946991574,0.0,0.0,0.9571581154317813,0.0
281,0.0,0.9874604430379746,0.0,0.0,0.9571598101265822,0.0
282,1.0,0.9874609390451327,0.0,0.0,0.9571615046873145,0.0
283,1.0,0.9874614350130527,0.0,0.0,0.9571631991139942,0.0
284,1.0,0.9874619309417395,0.0,0.0,0.9571648934066369,0.0
285,1.0,0.9874624268311976,0.0,0.0,0.9571665875652586,0.0
286,1.0,0.9874629226814317,0.0,0.0,0.9571682815898754,0.0
287,1.0,0.9874634184924465,0.0,0.0,0.9571699754805031,0.0
288,1.0,0.9874639142642464,0.0,0.0,0.9571716692371575,0.0
289,0.0,0.9874644099968365,0.0,0.0,0.9571733628598544,0.0
290,1.0,0.987464905690221,0.0,0.0,0.9571750563486101,0.0
291,1.0,0.9874654013444049,0.0,1.0,0.9571767497034401,0.0
292,1.0,0.9874658969593927,0.0,0.0,0.9571784429243605,0.0
293,1.0,0.987466392535189,0.0,0.0,0.957180136011387,0.0
294,0.0,0.9874668880717985,0.0,0.0,0.9571818289645356,0.0
295,1.0,0.9874673835692259,0.0,0.0,0.9571835217838223,0.0
296,1.0,0.9874678790274758,0.0,1.0,0.9571852144692627,0.0
297,1.0,0.9874683744465528,0.0,1.0,0.9571869070208728,0.0
298,1.0,0.9874688698264616,0.0,1.0,0.9571885994386686,0.0
299,1.0,0.9874693651672068,0.0,1.0,0.9571902917226658,0.0
300,1.0,0.9874698604687933,0.0,0.0,0.9571919838728804,0.0
301,1.0,0.9874703557312253,0.0,0.0,0.957193675889328,0.0
302,1.0,0.9874708509545077,0.0,0.0,0.9571953677720249,0.0
303,1.0,0.9874713461386452,0.0,1.0,0.9571970595209864,0.0
304,1.0,0.9874718412836423,0.0,1.0,0.9571987511362289,0.0
305,1.0,0.9874723363895036,0.0,1.0,0.9572004426177679,0.0
306,1.0,0.987472831456234,0.0,0.0,0.9572021339656195,0.0
307,1.0,0.9874733264838378,0.0,0.0,0.9572038251797993,0.0
308,1.0,0.9874738214723199,0.0,0.0,0.9572055162603232,0.0
309,0.0,0.9874743164216848,0.0,0.0,0.9572072072072072,0.0
310,1.0,0.9874748113319373,0.0,0.0,0.957208898020467,0.0
311,1.0,0.9874753062030818,0.0,0.0,0.9572105887001185,0.0
312,1.0,0.9874758010351231,0.0,0.0,0.9572122792461776,0.0
313,0.0,0.9874762958280657,0.0,0.0,0.9572139696586599,0.0
314,1.0,0.9874767905819144,0.0,0.0,0.9572156599375815,0.0
315,1.0,0.9874772852966738,0.0,0.0,0.957217350082958,0.0
316,1.0,0.9874777799723484,0.0,0.0,0.9572190400948054,0.0
317,1.0,0.987478274608943,0.0,1.0,0.9572207299731396,0.0
318,1.0,0.987478769206462,0.0,1.0,0.9572224197179761,0.0
319,1.0,0.9874792637649104,0.0,1.0,0.9572241093293309,0.0
320,1.0,0.9874797582842925,0.0,1.0,0.9572257988072199,0.0
321,1.0,0.9874802527646129,0.0,0.0,0.9572274881516588,0.0
322,1.0,0.9874807472058765,0.0,0.0,0.9572291773626634,0.0
323,1.0,0.9874812416080878,0.0,0.0,0.9572308664402496,0.0
324,1.0,0.9874817359712514,0.0,0.0,0.9572325553844331,0.0
325,1.0,0.987482230295372,0.0,0.0,0.9572342441952298,0.0
326,1.0,0.987482724580454,0.0,0.0,0.9572359328726555,0.0
327,1.0,0.9874832188265024,0.0,0.0,0.9572376214167259,0.0
328,1.0,0.9874837130335216,0.0,0.0,0.9572393098274569,0.0
329,0.0,0.9874842072015161,0.0,1.0,0.9572409981048642,0.0
330,1.0,0.9874847013304907,0.0,0.0,0.9572426862489637,0.0
331,1.0,0.9874851954204501,0.0,1.0,0.957244374259771,0.0
332,1.0,0.9874856894713987,0.0,1.0,0.9572460621373021,0.0
333,1.0,0.9874861834833413,0.0,1.0,0.9572477498815727,0.0
334,1.0,0.9874866774562823,0.0,1.0,0.9572494374925986,0.0
335,1.0,0.9874871713902266,0.0,0.0,0.9572511249703956,0.0
336,1.0,0.9874876652851786,0.0,0.0,0.9572528123149793,0.0
337,1.0,0.9874881591411431,0.0,0.0,0.9572544995263657,0.0
338,1.0,0.9874886529581245,0.0,0.0,0.9572561866045703,0.0
339,1.0,0.9874891467361275,0.0,0.0,0.9572578735496092,0.0
340,1.0,0.9874501756186116,0.0,0.0,0.9572595603614981,0.0
341,1.0,0.9874506708760853,0.0,0.0,0.9572612470402526,0.0
342,1.0,0.9874511660944714,0.0,0.0,0.9572629335858884,0.0
343,1.0,0.9874516612737748,0.0,1.0,0.9572646199984216,0.0
344,0.0,0.987452156414,0.0,1.0,0.9572663062778677,0.0
345,1.0,0.9874526515151515,0.0,1.0,0.9572679924242424,0.0
346,1.0,0.9874531465772342,0.0,1.0,0.9572696784375616,0.0
347,1.0,0.9874536416002525,0.0,1.0,0.9572713643178411,0.0
348,1.0,0.9874541365842111,0.0,1.0,0.9572730500650964,0.0
349,1.0,0.9874546315291147,0.0,0.0,0.9572747356793435,0.0
350,1.0,0.9874551264349678,0.0,0.0,0.9572764211605981,0.0
351,1.0,0.9874556213017751,0.0,0.0,0.9572781065088758,0.0
352,0.0,0.9874561161295412,0.0,0.0,0.9572797917241923,0.0
353,1.0,0.9874566109182707,0.0,0.0,0.9572814768065636,0.0
354,1.0,0.9874571056679683,0.0,0.0,0.9572831617560053,0.0
355,1.0,0.9874576003786385,0.0,0.0,0.957284846572533,0.0
356,1.0,0.9874580950502859,0.0,0.0,0.9572865312561625,0.0
357,1.0,0.9874585896829153,0.0,0.0,0.9572882158069096,0.0
358,1.0,0.9874590842765312,0.0,1.0,0.95728990022479,0.0
359,1.0,0.9874595788311381,0.0,1.0,0.9572915845098194,0.0
360,1.0,0.9874600733467408,0.0,1.0,0.9572932686620135,0.0
361,1.0,0.9874605678233438,0.0,1.0,0.957294952681388,0.0
362,1.0,0.9874610622609519,0.0,1.0,0.9572966365679587,0.0
363,1.0,0.9874615566595695,0.0,1.0,0.9572983203217412,0.0
364,1.0,0.9874620510192011,0.0,0.0,0.9573000039427513,0.0
365,1.0,0.9874625453398518,0.0,0.0,0.9573016874310045,0.0
366,1.0,0.9874630396215257,0.0,0.0,0.9573033707865168,0.0
367,1.0,0.9874635338642277,0.0,0.0,0.9573050540093038,0.0
368,0.0,0.9874640280679623,0.0,0.0,0.9573067370993811,0.0
369,1.0,0.9874645222327342,0.0,0.0,0.9573084200567644,0.0
370,0.0,0.9874650163585479,0.0,1.0,0.9573101028814696,0.0
371,0.0,0.987465510445408,0.0,1.0,0.957311785573512,0.0
372,1.0,0.9874660044933191,0.0,1.0,0.9573134681329076,0.0
373,1.0,0.987466498502286,0.0,1.0,0.9573151505596721,0.0
374,1.0,0.9874669924723131,0.0,1.0,0.957316832853821,0.0
375,1.0,0.9874674864034051,0.0,0.0,0.95731851501537,0.0
376,1.0,0.9874679802955665,0.0,1.0,0.957320197044335,0.0
377,1.0,0.987468474148802,0.0,1.0,0.9573218789407314,0.0
378,1.0,0.9874689679631162,0.0,1.0,0.957323560704575,0.0
379,0.0,0.9874694617385137,0.0,1.0,0.9573252423358815,0.0
380,1.0,0.987469955474999,0.0,1.0,0.9573269238346664,0.0
381,1.0,0.9874704491725769,0.0,1.0,0.9573286052009456,0.0
382,1.0,0.9874709428312517,0.0,1.0,0.9573302864347346,0.0
383,1.0,0.9874714364510283,0.0,1.0,0.9573319675360492,0.0
384,1.0,0.9874719300319111,0.0,1.0,0.9573336485049049,0.0
385,1.0,0.9874724235739049,0.0,0.0,0.9573353293413174,0.0
386,1.0,0.987472917077014,0.0,0.0,0.9573370100453024,0.0
387,1.0,0.9874734105412432,0.0,0.0,0.9573386906168755,0.0
