t,cum_regret_linucb,cum_regret_alg1_oracle_bank,cum_regret_alg1_random_bank
58574,75.71744443079743,184.2296428544807,5862.065913660175
58575,75.71744443079743,184.2296428544807,5862.1381316289435
58576,75.71744443079743,184.2296428544807,5862.1750681250915
58577,75.71744443079743,184.2296428544807,5862.236245454348
58578,75.71744443079743,184.2296428544807,5862.2996547409575
58579,75.71744443079743,184.2296428544807,5862.373595200644
58580,75.71780317651282,184.2296428544807,5862.528975405322
58581,75.71780317651282,184.2296428544807,5862.679545709984
58582,75.71996593135411,184.2296428544807,5862.727578452071
58583,75.71996593135411,184.2296428544807,5862.843631310274
58584,75.71996593135411,184.2296428544807,5863.173564789742
58585,75.71996593135411,184.2296428544807,5863.4543849414
58586,75.71996593135411,184.2296428544807,5863.7395500363755
58587,75.71996593135411,184.2296428544807,5863.866350885125
58588,75.71996593135411,184.2296428544807,5863.934747829141
58589,75.72299306865241,184.2296428544807,5863.965889128285
58590,75.72299306865241,184.2296428544807,5864.038590251818
58591,75.72299306865241,184.2296428544807,5864.102543939173
58592,75.72299306865241,184.2296428544807,5864.149683888332
58593,75.72627908101924,184.2296428544807,5864.215912453601
58594,75.72627908101924,184.2296428544807,5864.376343749746
58595,75.72627908101924,184.2296428544807,5864.595799108514
58596,75.72627908101924,184.2296428544807,5864.685048014089
58597,75.72627908101924,184.2296428544807,5864.700546863496
58598,75.72627908101924,184.2296428544807,5864.919265064315
58599,75.72627908101924,184.2296428544807,5865.290576819463
58600,75.72857293456751,184.2296428544807,5865.563682196397
58601,75.72857293456751,184.2296428544807,5865.592672471737
58602,75.72857293456751,184.2296428544807,5865.684928814476
58603,75.73069312405671,184.2296428544807,5865.714542895434
58604,75.73069312405671,184.2296428544807,5865.806356295183
58605,75.73069312405671,184.2296428544807,5865.840377435198
58606,75.73069312405671,184.2296428544807,5865.901690345255
58607,75.73495651270456,184.2296428544807,5865.957826879517
58608,75.73495651270456,184.2296428544807,5866.106959684719
58609,75.7377503632332,184.2296428544807,5866.295954478356
58610,75.7377503632332,184.2296428544807,5866.423870889326
58611,75.7377503632332,184.2296428544807,5866.465427425616
58612,75.7377503632332,184.2296428544807,5866.628201905453
58613,75.74085482727831,184.2296428544807,5866.951667236696
58614,75.74085482727831,184.2296428544807,5867.341076355288
58615,75.74085482727831,184.2296428544807,5867.575725448628
58616,75.74085482727831,184.2296428544807,5867.591690045622
58617,75.74085482727831,184.2296428544807,5867.647287102246
58618,75.74085482727831,184.2296428544807,5867.704038908907
58619,75.74085482727831,184.2296428544807,5867.762068459551
58620,75.74085482727831,184.2296428544807,5867.804437611767
58621,75.74235471500121,184.2296428544807,5867.856196152863
58622,75.74235471500121,184.2296428544807,5867.996235027134
58623,75.74235471500121,184.2296428544807,5868.17549847372
58624,75.74235471500121,184.2296428544807,5868.312934564954
58625,75.74235471500121,184.2296428544807,5868.380354358449
58626,75.74235471500121,184.2296428544807,5868.433239160128
58627,75.74235471500121,184.2296428544807,5868.516591084149
58628,75.74235471500121,184.2296428544807,5868.876220206783
58629,75.74235471500121,184.2296428544807,5869.16907984879
58630,75.74235471500121,184.2296428544807,5869.198205961764
58631,75.74636114942619,184.2296428544807,5869.303544363982
58632,75.74636114942619,184.2296428544807,5869.328077387439
58633,75.74636114942619,184.2296428544807,5869.364508762129
58634,75.74636114942619,184.2296428544807,5869.364508762129
58635,75.74636114942619,184.2296428544807,5869.387742000017
58636,75.74636114942619,184.2296428544807,5869.425559120272
58637,75.74636114942619,184.2296428544807,5869.653463466886
58638,75.74636114942619,184.2296428544807,5869.777045748637
58639,75.74636114942619,184.2296428544807,5869.963885217163
58640,75.74636114942619,184.2296428544807,5870.195820132191
58641,75.74636114942619,184.2296428544807,5870.22088189089
58642,75.74636114942619,184.2296428544807,5870.383114143292
58643,75.74636114942619,184.2296428544807,5870.521982329193
58644,75.74636114942619,184.2296428544807,5870.540457866782
58645,75.74636114942619,184.2296428544807,5870.540457866782
58646,75.74636114942619,184.2296428544807,5870.776840168951
58647,75.74636114942619,184.2296428544807,5871.107728904499
58648,75.74636114942619,184.2296428544807,5871.151665879838
58649,75.74654031005677,184.2296428544807,5871.303703015033
58650,75.74654031005677,184.2296428544807,5871.334120457847
58651,75.74654031005677,184.2296428544807,5871.354116439025
58652,75.74654031005677,184.2296428544807,5871.354116439025
58653,75.74654031005677,184.2296428544807,5871.382122180563
58654,75.74654031005677,184.2296428544807,5871.44578173849
58655,75.74654031005677,184.2296428544807,5871.595953671872
58656,75.74654031005677,184.2296428544807,5871.7068723649145
58657,75.74654031005677,184.2296428544807,5871.88011664884
58658,75.74654031005677,184.2296428544807,5871.882426596065
58659,75.74654031005677,184.2296428544807,5871.929303995717
58660,75.74654031005677,184.2296428544807,5872.084237674626
58661,75.74654031005677,184.2296428544807,5872.130292482069
58662,75.74654031005677,184.2296428544807,5872.231672014686
58663,75.74654031005677,184.2296428544807,5872.307366376424
58664,75.74654031005677,184.2296428544807,5872.317917760085
58665,75.74654031005677,184.2296428544807,5872.5673227866555
58666,75.74654031005677,184.2296428544807,5872.883576964248
58667,75.74654031005677,184.2296428544807,5872.914715781324
58668,75.74654031005677,184.2296428544807,5873.068958893821
58669,75.74654031005677,184.2296428544807,5873.10079154948
58670,75.74654031005677,184.2296428544807,5873.140905236979
58671,75.74654031005677,184.2296428544807,5873.159762365215
58672,75.74654031005677,184.2296428544807,5873.178624214959
58673,75.74654031005677,184.2296428544807,5873.353114839735
58674,75.74654031005677,184.2296428544807,5873.527341317453
58675,75.74654031005677,184.2296428544807,5873.626011979129
58676,75.74654031005677,184.2296428544807,5873.792655969327
58677,75.74654031005677,184.2296428544807,5874.05129881749
58678,75.74654031005677,184.2296428544807,5874.080016617919
58679,75.74654031005677,184.2296428544807,5874.210463613863
58680,75.74654031005677,184.2296428544807,5874.249069999837
58681,75.74654031005677,184.2296428544807,5874.370094310669
58682,75.74654031005677,184.2296428544807,5874.400243556234
58683,75.74654031005677,184.2296428544807,5874.400243556234
58684,75.74654031005677,184.2296428544807,5874.646598558855
58685,75.74654031005677,184.2296428544807,5874.913022109149
58686,75.74654031005677,184.2296428544807,5874.950799372472
58687,75.74654031005677,184.2296428544807,5875.218420615061
58688,75.74654031005677,184.2296428544807,5875.318841731772
58689,75.74654031005677,184.2296428544807,5875.343730724185
58690,75.74654031005677,184.2296428544807,5875.385486733975
58691,75.74654031005677,184.2296428544807,5875.385486733975
58692,75.74654031005677,184.2296428544807,5875.385486733975
58693,75.74654031005677,184.2296428544807,5875.406051902148
58694,75.74654031005677,184.2296428544807,5875.549141131219
58695,75.74654031005677,184.2296428544807,5875.636998380214
58696,75.74654031005677,184.2296428544807,5875.832412542997
58697,75.74654031005677,184.2296428544807,5875.852463814479
58698,75.74654031005677,184.2296428544807,5875.9322341525285
58699,75.74654031005677,184.2296428544807,5875.971482529938
58700,75.74654031005677,184.2296428544807,5876.065251569961
58701,75.74654031005677,184.2296428544807,5876.09912768534
58702,75.74654031005677,184.2296428544807,5876.09912768534
58703,75.74654031005677,184.2296428544807,5876.317482203392
58704,75.74654031005677,184.2296428544807,5876.345089457539
58705,75.74654031005677,184.2296428544807,5876.479776514274
58706,75.74654031005677,184.2296428544807,5876.514873191091
58707,75.74654031005677,184.2296428544807,5876.552762418232
58708,75.74654031005677,184.2296428544807,5876.562411500939
58709,75.74654031005677,184.2296428544807,5876.5808584539745
58710,75.74654031005677,184.2296428544807,5876.656526761798
58711,75.74654031005677,184.2296428544807,5876.77383529054
58712,75.74654031005677,184.2296428544807,5876.84772415063
58713,75.74654031005677,184.2296428544807,5877.007742265162
58714,75.74654031005677,184.2296428544807,5877.028601202772
58715,75.74654031005677,184.2296428544807,5877.083381898847
58716,75.74654031005677,184.2296428544807,5877.233283662546
58717,75.74654031005677,184.2296428544807,5877.280268923764
58718,75.74654031005677,184.2296428544807,5877.280268923764
58719,75.74996589513401,184.2296428544807,5877.3084712158025
58720,75.74996589513401,184.2296428544807,5877.580658110694
58721,75.74996589513401,184.2296428544807,5877.86091587814
58722,75.75077318261981,184.2296428544807,5877.951421668475
58723,75.75077318261981,184.2296428544807,5877.979937282729
58724,75.75077318261981,184.2296428544807,5878.029713777132
58725,75.75077318261981,184.2296428544807,5878.082314591479
58726,75.75077318261981,184.2296428544807,5878.082314591479
58727,75.75100482333772,184.2296428544807,5878.203629325405
58728,75.75100482333772,184.2296428544807,5878.244830641097
58729,75.75100482333772,184.2296428544807,5878.364182189416
58730,75.75100482333772,184.2296428544807,5878.424021341519
58731,75.75100482333772,184.2296428544807,5878.511475805837
58732,75.75100482333772,184.2296428544807,5878.5149269118065
58733,75.75100482333772,184.2296428544807,5878.626254099852
58734,75.75100482333772,184.2296428544807,5878.6707480428995
58735,75.75100482333772,184.2296428544807,5878.714575599049
58736,75.75100482333772,184.2296428544807,5878.7429246098145
58737,75.75100482333772,184.2296428544807,5878.7429246098145
58738,75.75100482333772,184.2296428544807,5878.920605644784
58739,75.75100482333772,184.2296428544807,5878.939121899489
58740,75.75100482333772,184.2296428544807,5879.143390660489
58741,75.75274595507503,184.2296428544807,5879.221081502905
58742,75.75274595507503,184.2296428544807,5879.253754808018
58743,75.75274595507503,184.2296428544807,5879.279374366009
58744,75.75274595507503,184.2296428544807,5879.279374366009
58745,75.75274595507503,184.2296428544807,5879.324372984549
58746,75.75274595507503,184.2296428544807,5879.3859513370635
58747,75.75274595507503,184.2296428544807,5879.519104811074
58748,75.75274595507503,184.2296428544807,5879.611110753508
58749,75.75274595507503,184.2296428544807,5879.651308325714
58750,75.75274595507503,184.2296428544807,5879.836133531841
58751,75.75274595507503,184.2296428544807,5879.961288159128
58752,75.75274595507503,184.2296428544807,5880.099439801618
58753,75.75274595507503,184.2296428544807,5880.127882770312
58754,75.75274595507503,184.2296428544807,5880.312224332877
58755,75.75274595507503,184.2296428544807,5880.357428911886
58756,75.75274595507503,184.2296428544807,5880.469791631504
58757,75.75274595507503,184.2296428544807,5880.469791631504
58758,75.75274595507503,184.2296428544807,5880.469791631504
58759,75.75274595507503,184.2296428544807,5880.485547402194
58760,75.75274595507503,184.2296428544807,5880.506442821061
58761,75.75274595507503,184.2296428544807,5880.737007986404
58762,75.75422755612897,184.2296428544807,5880.753350533475
58763,75.75422755612897,184.2296428544807,5880.787059092348
58764,75.75422755612897,184.2296428544807,5880.815380268193
58765,75.75422755612897,184.2296428544807,5880.815380268193
58766,75.75422755612897,184.2296428544807,5880.823157373439
58767,75.75422755612897,184.2296428544807,5881.000639879534
58768,75.75422755612897,184.2296428544807,5881.073029975795
58769,75.75422755612897,184.2296428544807,5881.10687399478
58770,75.75422755612897,184.2296428544807,5881.306342624605
58771,75.75422755612897,184.2296428544807,5881.347237656692
58772,75.75422755612897,184.2296428544807,5881.468539282382
58773,75.75422755612897,184.2296428544807,5881.513344590222
58774,75.75422755612897,184.2296428544807,5881.592719161124
58775,75.75422755612897,184.2296428544807,5881.592719161124
58776,75.75422755612897,184.2296428544807,5881.592719161124
58777,75.75422755612897,184.2296428544807,5881.619200200105
58778,75.75422755612897,184.2296428544807,5881.649837796792
58779,75.75422755612897,184.2296428544807,5881.662117777591
58780,75.7578546942734,184.2296428544807,5881.713648077383
58781,75.7578546942734,184.2296428544807,5881.7411783645475
58782,75.7578546942734,184.2296428544807,5881.7411783645475
58783,75.7578546942734,184.2296428544807,5881.7411783645475
58784,75.7578546942734,184.2296428544807,5881.796384064502
58785,75.7578546942734,184.2296428544807,5881.840026140551
58786,75.7578546942734,184.2296428544807,5881.987656629908
58787,75.7578546942734,184.2296428544807,5882.046032115463
58788,75.7578546942734,184.2296428544807,5882.116480511933
58789,75.7578546942734,184.2296428544807,5882.226977907326
58790,75.7578546942734,184.2296428544807,5882.259728827803
58791,75.7578546942734,184.2296428544807,5882.320736564025
58792,75.7578546942734,184.2296428544807,5882.3831987858775
58793,75.7578546942734,184.2296428544807,5882.532499525722
58794,75.7578546942734,184.2296428544807,5882.600423522096
58795,75.7578546942734,184.2296428544807,5882.600423522096
58796,75.7578546942734,184.2296428544807,5882.6131377366755
58797,75.7578546942734,184.2296428544807,5882.861385990411
58798,75.7578546942734,184.2296428544807,5882.8867485934925
58799,75.7578546942734,184.2296428544807,5882.994764968569
58800,75.76213579725379,184.2296428544807,5883.017290211451
58801,75.76213579725379,184.2296428544807,5883.033283086126
58802,75.76213579725379,184.2296428544807,5883.041486428151
58803,75.76213579725379,184.2296428544807,5883.071155703197
58804,75.76213579725379,184.2296428544807,5883.1019514804275
58805,75.76213579725379,184.2296428544807,5883.193184469837
58806,75.76213579725379,184.2296428544807,5883.250572537755
58807,75.76213579725379,184.2296428544807,5883.277788266367
58808,75.76213579725379,184.2296428544807,5883.465947694502
58809,75.76213579725379,184.2296428544807,5883.489400499398
58810,75.76213579725379,184.2296428544807,5883.6607142768025
58811,75.76213579725379,184.2296428544807,5883.7000625503115
58812,75.76213579725379,184.2296428544807,5883.824783059187
58813,75.76213579725379,184.2296428544807,5883.826622646064
58814,75.76586244579933,184.2296428544807,5883.826622646064
58815,75.76586244579933,184.2296428544807,5884.061458352703
58816,75.76586244579933,184.2296428544807,5884.088088390896
58817,75.76586244579933,184.2296428544807,5884.3206427138075
58818,75.76741080705898,184.2296428544807,5884.395982068909
58819,75.76741080705898,184.2296428544807,5884.4409479254655
58820,75.76741080705898,184.2296428544807,5884.478623432599
58821,75.76741080705898,184.2296428544807,5884.55964616497
58822,75.76741080705898,184.2296428544807,5884.625904471179
58823,75.77061897874087,184.2296428544807,5884.659981902636
58824,75.77061897874087,184.2296428544807,5884.730942613485
58825,75.77061897874087,184.2296428544807,5884.8237612242965
58826,75.77061897874087,184.2296428544807,5885.005489226001
58827,75.77061897874087,184.2296428544807,5885.211209071112
58828,75.77061897874087,184.2296428544807,5885.2554636511295
58829,75.77061897874087,184.2296428544807,5885.332317751799
58830,75.77061897874087,184.2296428544807,5885.668413088647
58831,75.77061897874087,184.2296428544807,5885.95213749914
58832,75.77061897874087,184.2296428544807,5885.9894121524
58833,75.77061897874087,184.2296428544807,5886.083070153555
58834,75.77061897874087,184.2296428544807,5886.114595442776
58835,75.77061897874087,184.2296428544807,5886.192174209808
58836,75.77375799371893,184.2296428544807,5886.227777521738
58837,75.77375799371893,184.2296428544807,5886.274140041593
58838,75.77375799371893,184.2296428544807,5886.329249375848
58839,75.7889754055845,184.2296428544807,5886.399016220772
58840,75.7889754055845,184.2296428544807,5886.555607578684
58841,75.78983202674662,184.2296428544807,5886.561046316099
58842,75.78983202674662,184.2296428544807,5886.654940153131
58843,75.78983202674662,184.2296428544807,5886.655447883991
58844,75.78983202674662,184.2296428544807,5886.923205841753
58845,75.7907354831919,184.2296428544807,5887.315962519942
58846,75.7907354831919,184.2296428544807,5887.650889472379
58847,75.7907354831919,184.2296428544807,5887.690218365069
58848,75.7907354831919,184.2296428544807,5887.747419588856
58849,75.79271749231621,184.2296428544807,5887.772928622786
58850,75.79271749231621,184.2296428544807,5887.849806769926
58851,75.79271749231621,184.2296428544807,5887.873466818002
58852,75.79271749231621,184.2296428544807,5887.925734511028
58853,75.79271749231621,184.2296428544807,5888.0083992579575
58854,75.79271749231621,184.2296428544807,5888.151584650606
58855,75.7949343451809,184.2296428544807,5888.1604503244225
58856,75.7949343451809,184.2296428544807,5888.252595652147
58857,75.7949343451809,184.2296428544807,5888.285534006373
58858,75.7949343451809,184.2296428544807,5888.557942733968
58859,75.7949343451809,184.2296428544807,5888.861319613761
58860,75.7949343451809,184.2296428544807,5889.180216568413
58861,75.7949343451809,184.2296428544807,5889.366744515659
58862,75.7949343451809,184.2296428544807,5889.429805987898
58863,75.7949343451809,184.2296428544807,5889.472350043764
58864,75.7949343451809,184.2296428544807,5889.5418667331005
58865,75.79512322928221,184.2296428544807,5889.587628325019
58866,75.7996557494548,184.2296428544807,5889.626684709091
58867,75.80092797406162,184.2296428544807,5889.686749921569
58868,75.80092797406162,184.2296428544807,5889.850666957428
58869,75.80092797406162,184.2296428544807,5890.046581435051
58870,75.80092797406162,184.2296428544807,5890.101392873017
58871,75.80195925371405,184.2296428544807,5890.207931452209
58872,75.80328454343385,184.2296428544807,5890.459398315148
58873,75.80328454343385,184.2296428544807,5890.728139207985
58874,75.80328454343385,184.2296428544807,5891.00857247821
58875,75.80328454343385,184.2296428544807,5891.195196136531
58876,75.80328454343385,184.2296428544807,5891.272988857512
58877,75.80600543079842,184.2296428544807,5891.291659094822
58878,75.80600543079842,184.2296428544807,5891.376820324712
58879,75.80600543079842,184.2296428544807,5891.412644219257
58880,75.80798043498162,184.2296428544807,5891.451367749875
58881,75.81205576392377,184.2296428544807,5891.508818901712
58882,75.81205576392377,184.2296428544807,5891.63502819563
58883,75.81205576392377,184.2296428544807,5891.818893384026
58884,75.81205576392377,184.2296428544807,5891.975444928567
58885,75.81205576392377,184.2296428544807,5891.988040139669
58886,75.81205576392377,184.2296428544807,5892.064394132015
58887,75.81205576392377,184.2296428544807,5892.329710548006
58888,75.81205576392377,184.2296428544807,5892.5773217538235
58889,75.81205576392377,184.2296428544807,5892.967276250806
58890,75.81205576392377,184.2296428544807,5893.157174124584
58891,75.81205576392377,184.2296428544807,5893.192263344507
58892,75.81205576392377,184.2296428544807,5893.227386723356
58893,75.81205576392377,184.2296428544807,5893.268203584028
58894,75.81205576392377,184.2296428544807,5893.310803178914
58895,75.81205576392377,184.2296428544807,5893.362594802523
58896,75.8138186572393,184.2296428544807,5893.46887810222
58897,75.8138186572393,184.2296428544807,5893.647224229649
58898,75.8138186572393,184.2296428544807,5893.791724094903
58899,75.8138186572393,184.2296428544807,5893.794201986771
58900,75.82467349450297,184.2296428544807,5893.925006651676
58901,75.82467349450297,184.2296428544807,5894.314923726684
58902,75.82467349450297,184.2296428544807,5894.586273178081
58903,75.82467349450297,184.2296428544807,5894.620417857242
58904,75.82467349450297,184.2296428544807,5894.699155109463
58905,75.82467349450297,184.2296428544807,5894.7321831703375
58906,75.82467349450297,184.2296428544807,5894.8104370120045
58907,75.82467349450297,184.2296428544807,5894.873626313646
58908,75.82467349450297,184.2296428544807,5894.904668102264
58909,75.82467349450297,184.2296428544807,5894.956208188437
58910,75.82467349450297,184.2296428544807,5895.03109102819
58911,75.82467349450297,184.2296428544807,5895.170461115726
58912,75.82467349450297,184.2296428544807,5895.347704437566
58913,75.82467349450297,184.2296428544807,5895.465153903696
58914,75.82467349450297,184.2296428544807,5895.508297307952
58915,75.82467349450297,184.2296428544807,5895.574867894269
58916,75.82467349450297,184.2296428544807,5895.820339477602
58917,75.82467349450297,184.2296428544807,5896.147239015914
58918,75.82467349450297,184.2296428544807,5896.199061563508
58919,75.82467349450297,184.2296428544807,5896.431734736634
58920,75.82467349450297,184.2296428544807,5896.4681391240865
58921,75.82467349450297,184.2296428544807,5896.485744971007
58922,75.82467349450297,184.2296428544807,5896.507234509002
58923,75.82467349450297,184.2296428544807,5896.507234509002
58924,75.82467349450297,184.2296428544807,5896.640806731051
58925,75.82467349450297,184.2296428544807,5896.682936208096
58926,75.82467349450297,184.2296428544807,5896.811586761094
58927,75.82467349450297,184.2296428544807,5896.931827152408
58928,75.82467349450297,184.2296428544807,5897.132258203662
58929,75.82467349450297,184.2296428544807,5897.1458047208425
58930,75.82467349450297,184.2296428544807,5897.231235859133
58931,75.82467349450297,184.2296428544807,5897.263557615106
58932,75.82467349450297,184.2296428544807,5897.336921996401
58933,75.82467349450297,184.2296428544807,5897.363231626438
58934,75.82467349450297,184.2296428544807,5897.5818082304095
58935,75.82467349450297,184.2296428544807,5897.8778794676
58936,75.82467349450297,184.2296428544807,5897.922711368212
58937,75.82467349450297,184.2296428544807,5898.172694328779
58938,75.82467349450297,184.2296428544807,5898.224640947917
58939,75.82467349450297,184.2296428544807,5898.260258627577
58940,75.82467349450297,184.2296428544807,5898.288225990709
58941,75.82467349450297,184.2296428544807,5898.290218032289
58942,75.82467349450297,184.2296428544807,5898.471257307751
58943,75.82467349450297,184.2296428544807,5898.644530437673
58944,75.82467349450297,184.2296428544807,5898.747415291242
58945,75.82467349450297,184.2296428544807,5898.877939430752
58946,75.82467349450297,184.2296428544807,5899.140159960817
58947,75.82467349450297,184.2296428544807,5899.176351945653
58948,75.82467349450297,184.2296428544807,5899.312061597105
58949,75.82467349450297,184.2296428544807,5899.3739794022185
58950,75.82467349450297,184.2296428544807,5899.459109798785
58951,75.82467349450297,184.2296428544807,5899.523725518099
58952,75.82467349450297,184.2296428544807,5899.550297905057
58953,75.82467349450297,184.2296428544807,5899.550297905057
58954,75.82467349450297,184.2296428544807,5899.796889897421
58955,75.82538768079736,184.2296428544807,5899.827487912316
58956,75.82538768079736,184.2296428544807,5900.132677294707
58957,75.82538768079736,184.2296428544807,5900.183035846839
58958,75.82538768079736,184.2296428544807,5900.204110938826
58959,75.82538768079736,184.2296428544807,5900.241735236384
58960,75.82538768079736,184.2296428544807,5900.241735236384
58961,75.82538768079736,184.2296428544807,5900.303075554444
58962,75.82538768079736,184.2296428544807,5900.378847061746
58963,75.82538768079736,184.2296428544807,5900.507686194621
58964,75.82538768079736,184.2296428544807,5900.612485090518
58965,75.82538768079736,184.2296428544807,5900.812149178297
58966,75.82538768079736,184.2296428544807,5900.832465973313
58967,75.82538768079736,184.2296428544807,5900.915566875105
58968,75.82538768079736,184.2296428544807,5900.969074965611
58969,75.82538768079736,184.2296428544807,5901.098275690787
58970,75.82538768079736,184.2296428544807,5901.130063413147
58971,75.82538768079736,184.2296428544807,5901.156536297997
58972,75.82538768079736,184.2296428544807,5901.156536297997
58973,75.82538768079736,184.2296428544807,5901.310198369586
58974,75.82538768079736,184.2296428544807,5901.741115878127
58975,75.82538768079736,184.2296428544807,5901.803533918889
58976,75.82538768079736,184.2296428544807,5901.9120195399755
58977,75.82538768079736,184.2296428544807,5901.937853133545
58978,75.82538768079736,184.2296428544807,5901.971634818748
58979,75.82538768079736,184.2296428544807,5902.016535412611
58980,75.82538768079736,184.2296428544807,5902.016535412611
58981,75.82774194598112,184.2296428544807,5902.0188896777945
58982,75.82774194598112,184.2296428544807,5902.237599030824
58983,75.82774194598112,184.2296428544807,5902.339452665531
58984,75.83291359574154,184.2296428544807,5902.493007010126
58985,75.83291359574154,184.2296428544807,5902.510174374259
58986,75.83291359574154,184.2296428544807,5902.578944130111
58987,75.83291359574154,184.2296428544807,5902.634304419616
58988,75.83291359574154,184.2296428544807,5902.789202202986
58989,75.83291359574154,184.2296428544807,5902.789202202986
58990,75.83291359574154,184.2296428544807,5902.789202202986
58991,75.83291359574154,184.2296428544807,5902.987359827892
58992,75.83291359574154,184.2296428544807,5903.014695094222
58993,75.83291359574154,184.2296428544807,5903.267033776396
58994,75.83291359574154,184.2296428544807,5903.316612895908
58995,75.83291359574154,184.2296428544807,5903.334405870341
58996,75.83291359574154,184.2296428544807,5903.368529013458
58997,75.83291359574154,184.2296428544807,5903.385336648199
58998,75.83291359574154,184.2296428544807,5903.457055965365
58999,75.83291359574154,184.2296428544807,5903.601927761705
59000,75.83291359574154,184.2296428544807,5903.696865723558
59001,75.83291359574154,184.2296428544807,5903.90147468982
59002,75.83291359574154,184.2296428544807,5903.91359619504
59003,75.83291359574154,184.2296428544807,5904.146620595871
59004,75.83291359574154,184.2296428544807,5904.19377558368
59005,75.83291359574154,184.2296428544807,5904.255726393757
59006,75.83291359574154,184.2296428544807,5904.284691569856
59007,75.83291359574154,184.2296428544807,5904.284691569856
59008,75.83291359574154,184.2296428544807,5904.345304408185
59009,75.83291359574154,184.2296428544807,5904.365625311813
59010,75.83291359574154,184.2296428544807,5904.555587972078
59011,75.83291359574154,184.2296428544807,5904.620348260661
59012,75.83291359574154,184.2296428544807,5904.644400350433
59013,75.83291359574154,184.2296428544807,5904.644400350433
59014,75.83291359574154,184.2296428544807,5904.644400350433
59015,75.83542091261307,184.2296428544807,5904.646907667305
59016,75.83542091261307,184.2296428544807,5904.683855850336
59017,75.84360082330635,184.2296428544807,5904.800115874598
59018,75.84360082330635,184.2296428544807,5904.883155414544
59019,75.84871457533588,184.2296428544807,5904.966353364917
59020,75.84871457533588,184.2296428544807,5904.998029386732
59021,75.84871457533588,184.2296428544807,5905.064531195503
59022,75.84871457533588,184.2296428544807,5905.11231179416
59023,75.84871457533588,184.2296428544807,5905.190848992914
59024,75.84871457533588,184.2296428544807,5905.24914745221
59025,75.84871457533588,184.2296428544807,5905.24914745221
59026,75.84871457533588,184.2296428544807,5905.294909025344
59027,75.84871457533588,184.2296428544807,5905.302492313249
59028,75.84871457533588,184.2296428544807,5905.567362217843
59029,75.84871457533588,184.2296428544807,5905.708452867519
59030,75.84876261309388,184.2296428544807,5905.734309743004
59031,75.84876261309388,184.2296428544807,5905.761831916168
59032,75.84876261309388,184.2296428544807,5905.791356030022
59033,75.84876261309388,184.2296428544807,5905.791356030022
59034,75.84876261309388,184.2296428544807,5905.828696542093
59035,75.84876261309388,184.2296428544807,5906.005926410549
59036,75.84876261309388,184.2296428544807,5906.07746390301
59037,75.84876261309388,184.2296428544807,5906.10600830111
59038,75.85137404108016,184.2296428544807,5906.264908390498
59039,75.85137404108016,184.2296428544807,5906.386852197566
59040,75.85137404108016,184.2296428544807,5906.4803118215905
59041,75.85137404108016,184.2296428544807,5906.5092175188565
59042,75.85137404108016,184.2296428544807,5906.536303157618
59043,75.85485981594175,184.2296428544807,5906.57231521705
59044,75.85485981594175,184.2296428544807,5906.715416459576
59045,75.85485981594175,184.2296428544807,5906.715416459576
59046,75.85597148932546,184.2296428544807,5906.715416459576
59047,75.85597148932546,184.2296428544807,5906.757974117427
59048,75.85597148932546,184.2296428544807,5907.023551992745
59049,75.85597148932546,184.2296428544807,5907.365010810158
59050,75.85597148932546,184.2296428544807,5907.402668861153
59051,75.85597148932546,184.2296428544807,5907.424186960244
59052,75.85597148932546,184.2296428544807,5907.47102586234
59053,75.85597148932546,184.2296428544807,5907.47102586234
59054,75.85597148932546,184.2296428544807,5907.634393297206
59055,75.85597148932546,184.2296428544807,5907.721174487082
59056,75.85597148932546,184.2296428544807,5907.823373163152
59057,75.85597148932546,184.2296428544807,5907.894861861838
59058,75.85597148932546,184.2296428544807,5908.059227698234
59059,75.85597148932546,184.2296428544807,5908.083044823705
59060,75.85597148932546,184.2296428544807,5908.173266114909
59061,75.85597148932546,184.2296428544807,5908.219709110227
59062,75.85597148932546,184.2296428544807,5908.362363156777
59063,75.85597148932546,184.2296428544807,5908.399900890842
59064,75.85597148932546,184.2296428544807,5908.423455405016
59065,75.85597148932546,184.2296428544807,5908.423455405016
59066,75.85597148932546,184.2296428544807,5908.643450892359
59067,75.85597148932546,184.2296428544807,5908.663223171306
59068,75.85597148932546,184.2296428544807,5908.7604254978105
59069,75.85597148932546,184.2296428544807,5908.787117215519
59070,75.85673982279945,184.2296428544807,5908.809541287019
59071,75.85673982279945,184.2296428544807,5908.832010140854
59072,75.85673982279945,184.2296428544807,5908.855398821699
59073,75.85673982279945,184.2296428544807,5908.884723370403
59074,75.85673982279945,184.2296428544807,5908.946623109734
59075,75.85673982279945,184.2296428544807,5909.062407627292
59076,75.85673982279945,184.2296428544807,5909.134156164921
59077,75.85673982279945,184.2296428544807,5909.197656572552
59078,75.85673982279945,184.2296428544807,5909.405439829841
59079,75.85673982279945,184.2296428544807,5909.440236509036
59080,75.85673982279945,184.2296428544807,5909.557850099031
59081,75.85673982279945,184.2296428544807,5909.6017321587315
59082,75.85673982279945,184.2296428544807,5909.6866760931625
59083,75.85673982279945,184.2296428544807,5909.712487051252
59084,75.85673982279945,184.2296428544807,5909.712487051252
59085,75.85673982279945,184.2296428544807,5909.91819747509
59086,75.85673982279945,184.2296428544807,5909.944003076382
59087,75.85673982279945,184.2296428544807,5910.197610419906
59088,75.85673982279945,184.2296428544807,5910.222564604489
