t,cum_regret_linucb_baseline,cum_regret_alg1_oracle_mean,cum_regret_alg1_oracle_se
8415,197.32900993129795,353.00760596260807,16.914944555709283
8416,197.3543705151462,353.00760596260807,16.914944555709283
8417,197.3543705151462,353.00760596260807,16.914944555709283
8418,197.3745400228552,353.00760596260807,16.914944555709283
8419,197.3745400228552,353.00760596260807,16.914944555709283
8420,197.3745400228552,353.00760596260807,16.914944555709283
8421,197.37726091021977,353.00760596260807,16.914944555709283
8422,197.38575540708453,353.00760596260807,16.914944555709283
8423,197.41999358584448,353.00760596260807,16.914944555709283
8424,197.42196859002766,353.00760596260807,16.914944555709283
8425,197.4260439189698,353.00760596260807,16.914944555709283
8426,197.43407958067158,353.00760596260807,16.914944555709283
8427,197.43817068302226,353.00760596260807,16.914944555709283
8428,197.45506432926348,353.00760596260807,16.914944555709283
8429,197.4575250680565,353.00760596260807,16.914944555709283
8430,197.4575250680565,353.00760596260807,16.914944555709283
8431,197.47708094457818,353.00760596260807,16.914944555709283
8432,197.47708094457818,353.00760596260807,16.914944555709283
8433,197.48811497887934,353.00760596260807,16.914944555709283
8434,197.48811497887934,353.00760596260807,16.914944555709283
8435,197.51561684505427,353.00760596260807,16.914944555709283
8436,197.51561684505427,353.00760596260807,16.914944555709283
8437,197.52378276911622,353.00760596260807,16.914944555709283
8438,197.52378276911622,353.00760596260807,16.914944555709283
8439,197.5367574101503,353.00760596260807,16.914944555709283
8440,197.53852030346582,353.00760596260807,16.914944555709283
8441,197.54411970900927,353.00760596260807,16.914944555709283
8442,197.5545926608348,353.00760596260807,16.914944555709283
8443,197.5852914359993,353.00760596260807,16.914944555709283
8444,197.59614627326297,353.00760596260807,16.914944555709283
8445,197.59614627326297,353.00760596260807,16.914944555709283
8446,197.60594518055763,353.00760596260807,16.914944555709283
8447,197.63901421311252,353.00760596260807,16.914944555709283
8448,197.6578508833107,353.00760596260807,16.914944555709283
8449,197.6578508833107,353.00760596260807,16.914944555709283
8450,197.6578508833107,353.00760596260807,16.914944555709283
8451,197.6766692394355,353.00760596260807,16.914944555709283
8452,197.6910894977862,353.00760596260807,16.914944555709283
8453,197.70173634872435,353.00760596260807,16.914944555709283
8454,197.7082087352361,353.00760596260807,16.914944555709283
8455,197.7082087352361,353.00760596260807,16.914944555709283
8456,197.71366038188228,353.00760596260807,16.914944555709283
8457,197.72599237710264,353.00760596260807,16.914944555709283
