method,final_mean,final_se,avg_regret
Contextual LinUCB,98.50754822866656,0.0,0.0004925377411433328
Alg1 oracle bank,184.2296428544807,0.0,0.0009211482142724034
Alg1 random bank,19547.03095127229,0.0,0.09773515475636145
